year,month,state,category,price
2013,4,RI,commercial,11.73
2013,5,RI,commercial,12.06
2013,6,RI,commercial,12.2
2013,7,RI,commercial,11.31
2013,8,RI,commercial,12.51
2013,9,RI,commercial,12.8
2013,10,RI,commercial,11.77
2013,11,RI,commercial,13.21
2013,12,RI,commercial,16.83
2014,1,RI,commercial,15.57
2014,2,RI,commercial,17.56
2014,3,RI,commercial,15.75
2014,4,RI,commercial,14.48
2014,5,RI,commercial,13.89
2014,6,RI,commercial,13.17
2014,7,RI,commercial,13.54
2014,8,RI,commercial,15.94
2014,9,RI,commercial,13.9
2014,10,RI,commercial,13.31
2014,11,RI,commercial,13.19
2014,12,RI,commercial,15.39
2015,1,RI,commercial,18.0
2015,2,RI,commercial,20.33
2015,3,RI,commercial,18.77
2015,4,RI,commercial,16.54
2015,5,RI,commercial,14.52
2015,6,RI,commercial,14.1
2015,7,RI,commercial,14.08
2015,8,RI,commercial,14.47
2015,9,RI,commercial,14.8
2015,10,RI,commercial,14.58
2015,11,RI,commercial,14.54
2015,12,RI,commercial,15.27
2016,1,RI,commercial,15.77
2016,2,RI,commercial,16.08
2016,3,RI,commercial,15.66
2016,4,RI,commercial,15.13
2016,5,RI,commercial,14.47
2016,6,RI,commercial,14.56
2016,7,RI,commercial,14.27
2016,8,RI,commercial,14.69
2016,9,RI,commercial,14.79
2016,10,RI,commercial,14.48
2016,11,RI,commercial,14.59
2016,12,RI,commercial,14.29
2017,1,RI,commercial,15.39
2017,2,RI,commercial,15.96
2017,3,RI,commercial,15.04
2017,4,RI,commercial,15.38
2017,5,RI,commercial,13.75
2017,6,RI,commercial,14.49
2017,7,RI,commercial,15.1
2017,8,RI,commercial,15.47
2017,9,RI,commercial,15.3
2017,10,RI,commercial,15.4
2017,11,RI,commercial,15.85
2017,12,RI,commercial,15.34
2018,1,RI,commercial,17.68
2018,2,RI,commercial,17.73
2018,3,RI,commercial,16.41
2018,4,RI,commercial,16.19
2018,5,RI,commercial,15.7
2018,6,RI,commercial,15.24
2018,7,RI,commercial,15.71
2018,8,RI,commercial,15.79
2018,9,RI,commercial,16.83
2018,10,RI,commercial,17.17
2018,11,RI,commercial,17.38
2018,12,RI,commercial,17.48
2019,1,RI,commercial,18.33
2019,2,RI,commercial,18.96
2019,3,RI,commercial,18.0
2019,4,RI,commercial,16.58
2019,5,RI,commercial,16.65
2019,6,RI,commercial,15.79
2019,7,RI,commercial,15.03
2019,8,RI,commercial,15.48
2019,9,RI,commercial,15.51
2019,10,RI,commercial,15.44
2019,11,RI,commercial,15.86
2019,12,RI,commercial,15.65
2020,1,RI,commercial,17.11
2020,2,RI,commercial,16.61
2020,3,RI,commercial,15.57
2020,4,RI,commercial,16.3
2020,5,RI,commercial,15.46
2020,6,RI,commercial,14.98
2020,7,RI,commercial,15.46
2020,8,RI,commercial,16.41
2020,9,RI,commercial,15.79
2020,10,RI,commercial,15.65
2020,11,RI,commercial,16.01
2020,12,RI,commercial,16.14
2021,1,RI,commercial,16.6
2021,2,RI,commercial,16.81
2021,3,RI,commercial,16.13
2021,4,RI,commercial,15.15
2021,5,RI,commercial,14.51
2021,6,RI,commercial,14.92
2021,7,RI,commercial,14.97
2021,8,RI,commercial,15.01
2021,9,RI,commercial,15.03
2021,10,RI,commercial,15.46
2021,11,RI,commercial,15.24
2021,12,RI,commercial,16.56
2022,1,RI,commercial,17.58
2022,2,RI,commercial,18.34
2022,3,RI,commercial,17.04
2022,4,RI,commercial,14.9
2022,5,RI,commercial,14.41
2022,6,RI,commercial,15.65
2022,7,RI,commercial,14.94
2022,8,RI,commercial,15.61
2022,9,RI,commercial,16.33
2022,10,RI,commercial,16.37
2022,11,RI,commercial,16.09
2022,12,RI,commercial,18.17
2023,1,RI,commercial,19.16
2023,2,RI,commercial,18.7
2023,3,RI,commercial,17.11
2023,4,RI,commercial,13.37
2023,5,RI,commercial,15.61
2023,6,RI,commercial,15.1
2023,7,RI,commercial,16.6
2023,8,RI,commercial,18.64
2023,9,RI,commercial,19.07
2023,10,RI,commercial,19.77
2023,11,RI,commercial,19.27
2023,12,RI,commercial,20.16
2024,1,RI,commercial,20.66
2024,2,RI,commercial,20.16
2024,3,RI,commercial,18.59
2024,4,RI,commercial,18.84
2024,5,RI,commercial,19.59
2024,6,RI,commercial,19.44
2024,7,RI,commercial,20.1
2024,8,RI,commercial,21.19
2024,9,RI,commercial,22.42
2024,10,RI,commercial,19.5
2024,11,RI,commercial,32.31
2024,12,RI,commercial,23.46
2025,1,RI,commercial,24.86
2025,2,RI,commercial,26.43
2025,3,RI,commercial,24.52
2025,4,RI,commercial,23.8
2025,5,RI,commercial,23.69
2025,6,RI,commercial,22.15
2025,7,RI,commercial,22.22
2025,8,RI,commercial,22.31
2025,9,RI,commercial,22.43
2025,10,RI,commercial,23.03
2025,11,RI,commercial,22.63
2025,12,RI,commercial,25.69
2026,1,RI,commercial,24.84
2013,4,RI,industrial,10.7
2013,5,RI,industrial,11.35
2013,6,RI,industrial,11.42
2013,7,RI,industrial,10.61
2013,8,RI,industrial,11.32
2013,9,RI,industrial,11.85
2013,10,RI,industrial,11.23
2013,11,RI,industrial,11.62
2013,12,RI,industrial,14.32
2014,1,RI,industrial,14.15
2014,2,RI,industrial,14.81
2014,3,RI,industrial,13.96
2014,4,RI,industrial,12.6
2014,5,RI,industrial,11.99
2014,6,RI,industrial,11.89
2014,7,RI,industrial,12.25
2014,8,RI,industrial,12.69
2014,9,RI,industrial,12.45
2014,10,RI,industrial,12.1
2014,11,RI,industrial,11.96
2014,12,RI,industrial,13.52
2015,1,RI,industrial,15.28
2015,2,RI,industrial,17.46
2015,3,RI,industrial,16.42
2015,4,RI,industrial,13.3
2015,5,RI,industrial,12.85
2015,6,RI,industrial,12.41
2015,7,RI,industrial,12.15
2015,8,RI,industrial,12.93
2015,9,RI,industrial,13.01
2015,10,RI,industrial,12.98
2015,11,RI,industrial,13.25
2015,12,RI,industrial,13.3
2016,1,RI,industrial,14.11
2016,2,RI,industrial,13.66
2016,3,RI,industrial,13.55
2016,4,RI,industrial,13.42
2016,5,RI,industrial,13.6
2016,6,RI,industrial,13.23
2016,7,RI,industrial,13.38
2016,8,RI,industrial,13.4
2016,9,RI,industrial,13.34
2016,10,RI,industrial,13.21
2016,11,RI,industrial,13.4
2016,12,RI,industrial,13.53
2017,1,RI,industrial,14.17
2017,2,RI,industrial,14.79
2017,3,RI,industrial,14.14
2017,4,RI,industrial,14.41
2017,5,RI,industrial,14.13
2017,6,RI,industrial,14.08
2017,7,RI,industrial,14.83
2017,8,RI,industrial,14.99
2017,9,RI,industrial,14.76
2017,10,RI,industrial,14.8
2017,11,RI,industrial,14.6
2017,12,RI,industrial,15.16
2018,1,RI,industrial,16.18
2018,2,RI,industrial,16.63
2018,3,RI,industrial,15.22
2018,4,RI,industrial,14.85
2018,5,RI,industrial,14.56
2018,6,RI,industrial,14.13
2018,7,RI,industrial,14.84
2018,8,RI,industrial,14.88
2018,9,RI,industrial,15.2
2018,10,RI,industrial,15.61
2018,11,RI,industrial,15.87
2018,12,RI,industrial,17.11
2019,1,RI,industrial,17.17
2019,2,RI,industrial,18.2
2019,3,RI,industrial,16.24
2019,4,RI,industrial,15.87
2019,5,RI,industrial,15.87
2019,6,RI,industrial,15.11
2019,7,RI,industrial,14.42
2019,8,RI,industrial,14.62
2019,9,RI,industrial,14.81
2019,10,RI,industrial,15.2
2019,11,RI,industrial,15.07
2019,12,RI,industrial,15.34
2020,1,RI,industrial,15.56
2020,2,RI,industrial,15.57
2020,3,RI,industrial,15.48
2020,4,RI,industrial,15.74
2020,5,RI,industrial,15.95
2020,6,RI,industrial,15.15
2020,7,RI,industrial,15.39
2020,8,RI,industrial,16.22
2020,9,RI,industrial,15.91
2020,10,RI,industrial,16.05
2020,11,RI,industrial,15.99
2020,12,RI,industrial,16.24
2021,1,RI,industrial,16.33
2021,2,RI,industrial,16.68
2021,3,RI,industrial,16.02
2021,4,RI,industrial,15.84
2021,5,RI,industrial,15.94
2021,6,RI,industrial,15.94
2021,7,RI,industrial,15.47
2021,8,RI,industrial,15.74
2021,9,RI,industrial,15.72
2021,10,RI,industrial,16.1
2021,11,RI,industrial,16.13
2021,12,RI,industrial,16.95
2022,1,RI,industrial,18.6
2022,2,RI,industrial,18.49
2022,3,RI,industrial,17.58
2022,4,RI,industrial,16.33
2022,5,RI,industrial,17.09
2022,6,RI,industrial,17.33
2022,7,RI,industrial,17.58
2022,8,RI,industrial,17.97
2022,9,RI,industrial,17.93
2022,10,RI,industrial,17.28
2022,11,RI,industrial,18.47
2022,12,RI,industrial,21.04
2023,1,RI,industrial,21.84
2023,2,RI,industrial,19.8
2023,3,RI,industrial,18.78
2023,4,RI,industrial,17.93
2023,5,RI,industrial,17.97
2023,6,RI,industrial,17.91
2023,7,RI,industrial,18.88
2023,8,RI,industrial,18.51
2023,9,RI,industrial,19.07
2023,10,RI,industrial,18.87
2023,11,RI,industrial,18.54
2023,12,RI,industrial,19.83
2024,1,RI,industrial,19.38
2024,2,RI,industrial,19.34
2024,3,RI,industrial,17.47
2024,4,RI,industrial,18.23
2024,5,RI,industrial,19.53
2024,6,RI,industrial,18.99
2024,7,RI,industrial,20.49
2024,8,RI,industrial,20.37
2024,9,RI,industrial,20.45
2024,10,RI,industrial,18.79
2024,11,RI,industrial,22.73
2024,12,RI,industrial,20.41
2025,1,RI,industrial,20.37
2025,2,RI,industrial,27.68
2025,3,RI,industrial,24.96
2025,4,RI,industrial,20.15
2025,5,RI,industrial,22.27
2025,6,RI,industrial,18.61
2025,7,RI,industrial,21.31
2025,8,RI,industrial,20.14
2025,9,RI,industrial,19.53
2025,10,RI,industrial,21.42
2025,11,RI,industrial,22.24
2025,12,RI,industrial,23.9
2026,1,RI,industrial,25.66
2013,4,VT,commercial,15.18
2013,5,VT,commercial,15.21
2013,6,VT,commercial,14.84
2013,7,VT,commercial,14.46
2013,8,VT,commercial,14.48
2013,9,VT,commercial,14.65
2013,10,VT,commercial,15.02
2013,11,VT,commercial,14.84
2013,12,VT,commercial,14.85
2014,1,VT,commercial,14.21
2014,2,VT,commercial,14.46
2014,3,VT,commercial,14.65
2014,4,VT,commercial,14.66
2014,5,VT,commercial,14.87
2014,6,VT,commercial,14.84
2014,7,VT,commercial,14.67
2014,8,VT,commercial,14.41
2014,9,VT,commercial,14.5
2014,10,VT,commercial,14.49
2014,11,VT,commercial,14.7
2014,12,VT,commercial,14.34
2015,1,VT,commercial,14.08
2015,2,VT,commercial,14.39
2015,3,VT,commercial,14.32
2015,4,VT,commercial,14.64
2015,5,VT,commercial,14.89
2015,6,VT,commercial,14.8
2015,7,VT,commercial,14.46
2015,8,VT,commercial,14.44
2015,9,VT,commercial,14.52
2015,10,VT,commercial,14.85
2015,11,VT,commercial,14.63
2015,12,VT,commercial,14.56
2016,1,VT,commercial,14.29
2016,2,VT,commercial,14.38
2016,3,VT,commercial,14.43
2016,4,VT,commercial,14.53
2016,5,VT,commercial,14.86
2016,6,VT,commercial,14.63
2016,7,VT,commercial,14.66
2016,8,VT,commercial,14.03
2016,9,VT,commercial,14.73
2016,10,VT,commercial,14.86
2016,11,VT,commercial,14.82
2016,12,VT,commercial,14.37
2017,1,VT,commercial,14.35
2017,2,VT,commercial,14.54
2017,3,VT,commercial,14.34
2017,4,VT,commercial,14.73
2017,5,VT,commercial,14.83
2017,6,VT,commercial,14.8
2017,7,VT,commercial,14.72
2017,8,VT,commercial,14.28
2017,9,VT,commercial,14.72
2017,10,VT,commercial,14.71
2017,11,VT,commercial,14.91
2017,12,VT,commercial,14.48
2018,1,VT,commercial,15.2
2018,2,VT,commercial,15.1
2018,3,VT,commercial,15.18
2018,4,VT,commercial,15.11
2018,5,VT,commercial,15.34
2018,6,VT,commercial,15.49
2018,7,VT,commercial,15.11
2018,8,VT,commercial,15.06
2018,9,VT,commercial,15.16
2018,10,VT,commercial,15.36
2018,11,VT,commercial,15.32
2018,12,VT,commercial,15.49
2019,1,VT,commercial,15.52
2019,2,VT,commercial,16.04
2019,3,VT,commercial,15.75
2019,4,VT,commercial,15.84
2019,5,VT,commercial,16.09
2019,6,VT,commercial,16.11
2019,7,VT,commercial,15.75
2019,8,VT,commercial,15.72
2019,9,VT,commercial,16.2
2019,10,VT,commercial,16.33
2019,11,VT,commercial,16.44
2019,12,VT,commercial,16.15
2020,1,VT,commercial,16.06
2020,2,VT,commercial,16.06
2020,3,VT,commercial,16.4
2020,4,VT,commercial,16.66
2020,5,VT,commercial,16.79
2020,6,VT,commercial,16.93
2020,7,VT,commercial,16.12
2020,8,VT,commercial,15.92
2020,9,VT,commercial,16.53
2020,10,VT,commercial,16.55
2020,11,VT,commercial,16.44
2020,12,VT,commercial,16.43
2021,1,VT,commercial,15.89
2021,2,VT,commercial,16.08
2021,3,VT,commercial,16.29
2021,4,VT,commercial,16.5
2021,5,VT,commercial,16.65
2021,6,VT,commercial,16.63
2021,7,VT,commercial,16.47
2021,8,VT,commercial,16.22
2021,9,VT,commercial,16.87
2021,10,VT,commercial,17.29
2021,11,VT,commercial,17.3
2021,12,VT,commercial,17.01
2022,1,VT,commercial,16.89
2022,2,VT,commercial,16.76
2022,3,VT,commercial,17.34
2022,4,VT,commercial,16.98
2022,5,VT,commercial,17.56
2022,6,VT,commercial,17.16
2022,7,VT,commercial,17.18
2022,8,VT,commercial,16.95
2022,9,VT,commercial,17.68
2022,10,VT,commercial,17.79
2022,11,VT,commercial,17.72
2022,12,VT,commercial,17.57
2023,1,VT,commercial,17.39
2023,2,VT,commercial,17.49
2023,3,VT,commercial,17.91
2023,4,VT,commercial,17.77
2023,5,VT,commercial,18.09
2023,6,VT,commercial,18.06
2023,7,VT,commercial,17.78
2023,8,VT,commercial,17.37
2023,9,VT,commercial,18.31
2023,10,VT,commercial,18.88
2023,11,VT,commercial,18.47
2023,12,VT,commercial,18.57
2024,1,VT,commercial,18.34
2024,2,VT,commercial,18.26
2024,3,VT,commercial,18.83
2024,4,VT,commercial,18.67
2024,5,VT,commercial,18.77
2024,6,VT,commercial,18.9
2024,7,VT,commercial,18.42
2024,8,VT,commercial,18.23
2024,9,VT,commercial,19.21
2024,10,VT,commercial,19.57
2024,11,VT,commercial,20.21
2024,12,VT,commercial,19.58
2025,1,VT,commercial,19.22
2025,2,VT,commercial,19.19
2025,3,VT,commercial,19.92
2025,4,VT,commercial,19.48
2025,5,VT,commercial,19.95
2025,6,VT,commercial,19.87
2025,7,VT,commercial,19.39
2025,8,VT,commercial,19.2
2025,9,VT,commercial,20.52
2025,10,VT,commercial,20.86
2025,11,VT,commercial,21.03
2025,12,VT,commercial,20.7
2026,1,VT,commercial,20.64
2013,4,VT,industrial,10.81
2013,5,VT,industrial,10.71
2013,6,VT,industrial,10.97
2013,7,VT,industrial,10.8
2013,8,VT,industrial,10.75
2013,9,VT,industrial,10.91
2013,10,VT,industrial,10.64
2013,11,VT,industrial,10.88
2013,12,VT,industrial,11.19
2014,1,VT,industrial,10.47
2014,2,VT,industrial,10.65
2014,3,VT,industrial,10.69
2014,4,VT,industrial,9.94
2014,5,VT,industrial,10.16
2014,6,VT,industrial,10.52
2014,7,VT,industrial,10.43
2014,8,VT,industrial,10.57
2014,9,VT,industrial,9.56
2014,10,VT,industrial,9.73
2014,11,VT,industrial,10.03
2014,12,VT,industrial,10.03
2015,1,VT,industrial,10.44
2015,2,VT,industrial,10.54
2015,3,VT,industrial,10.28
2015,4,VT,industrial,9.82
2015,5,VT,industrial,10.08
2015,6,VT,industrial,10.31
2015,7,VT,industrial,10.42
2015,8,VT,industrial,10.27
2015,9,VT,industrial,10.37
2015,10,VT,industrial,10.04
2015,11,VT,industrial,10.11
2015,12,VT,industrial,10.56
2016,1,VT,industrial,10.48
2016,2,VT,industrial,10.07
2016,3,VT,industrial,10.42
2016,4,VT,industrial,9.8
2016,5,VT,industrial,9.91
2016,6,VT,industrial,10.42
2016,7,VT,industrial,10.47
2016,8,VT,industrial,10.16
2016,9,VT,industrial,10.57
2016,10,VT,industrial,10.16
2016,11,VT,industrial,10.08
2016,12,VT,industrial,10.18
2017,1,VT,industrial,10.33
2017,2,VT,industrial,10.23
2017,3,VT,industrial,10.37
2017,4,VT,industrial,10.08
2017,5,VT,industrial,10.05
2017,6,VT,industrial,10.53
2017,7,VT,industrial,10.33
2017,8,VT,industrial,10.17
2017,9,VT,industrial,10.33
2017,10,VT,industrial,9.88
2017,11,VT,industrial,10.0
2017,12,VT,industrial,10.26
2018,1,VT,industrial,10.71
2018,2,VT,industrial,10.83
2018,3,VT,industrial,10.75
2018,4,VT,industrial,10.32
2018,5,VT,industrial,10.32
2018,6,VT,industrial,10.96
2018,7,VT,industrial,10.69
2018,8,VT,industrial,10.65
2018,9,VT,industrial,10.7
2018,10,VT,industrial,10.41
2018,11,VT,industrial,10.63
2018,12,VT,industrial,10.86
2019,1,VT,industrial,10.96
2019,2,VT,industrial,11.24
2019,3,VT,industrial,11.07
2019,4,VT,industrial,10.64
2019,5,VT,industrial,10.87
2019,6,VT,industrial,11.2
2019,7,VT,industrial,11.08
2019,8,VT,industrial,11.16
2019,9,VT,industrial,10.97
2019,10,VT,industrial,10.99
2019,11,VT,industrial,11.13
2019,12,VT,industrial,11.24
2020,1,VT,industrial,10.98
2020,2,VT,industrial,11.38
2020,3,VT,industrial,11.07
2020,4,VT,industrial,11.03
2020,5,VT,industrial,11.17
2020,6,VT,industrial,11.39
2020,7,VT,industrial,11.37
2020,8,VT,industrial,11.3
2020,9,VT,industrial,11.37
2020,10,VT,industrial,10.97
2020,11,VT,industrial,11.01
2020,12,VT,industrial,11.33
2021,1,VT,industrial,11.08
2021,2,VT,industrial,11.49
2021,3,VT,industrial,11.23
2021,4,VT,industrial,11.0
2021,5,VT,industrial,11.05
2021,6,VT,industrial,11.27
2021,7,VT,industrial,11.56
2021,8,VT,industrial,11.35
2021,9,VT,industrial,11.64
2021,10,VT,industrial,11.63
2021,11,VT,industrial,11.49
2021,12,VT,industrial,11.71
2022,1,VT,industrial,12.19
2022,2,VT,industrial,11.95
2022,3,VT,industrial,11.64
2022,4,VT,industrial,11.47
2022,5,VT,industrial,11.52
2022,6,VT,industrial,12.03
2022,7,VT,industrial,11.77
2022,8,VT,industrial,12.16
2022,9,VT,industrial,12.11
2022,10,VT,industrial,11.73
2022,11,VT,industrial,11.84
2022,12,VT,industrial,12.15
2023,1,VT,industrial,11.99
2023,2,VT,industrial,11.23
2023,3,VT,industrial,11.39
2023,4,VT,industrial,10.84
2023,5,VT,industrial,10.59
2023,6,VT,industrial,11.27
2023,7,VT,industrial,11.04
2023,8,VT,industrial,11.04
2023,9,VT,industrial,11.39
2023,10,VT,industrial,11.3
2023,11,VT,industrial,10.98
2023,12,VT,industrial,12.04
2024,1,VT,industrial,11.44
2024,2,VT,industrial,11.74
2024,3,VT,industrial,11.61
2024,4,VT,industrial,11.21
2024,5,VT,industrial,11.05
2024,6,VT,industrial,11.66
2024,7,VT,industrial,11.34
2024,8,VT,industrial,11.48
2024,9,VT,industrial,11.73
2024,10,VT,industrial,11.49
2024,11,VT,industrial,12.22
2024,12,VT,industrial,11.98
2025,1,VT,industrial,12.45
2025,2,VT,industrial,12.52
2025,3,VT,industrial,12.38
2025,4,VT,industrial,11.97
2025,5,VT,industrial,11.77
2025,6,VT,industrial,12.44
2025,7,VT,industrial,12.23
2025,8,VT,industrial,12.22
2025,9,VT,industrial,12.44
2025,10,VT,industrial,12.34
2025,11,VT,industrial,12.6
2025,12,VT,industrial,13.21
2026,1,VT,industrial,12.57
